PatchId,FileName,FullPath,CompletedDate
104,2022_12_25_UPDATE_TradeEntryDetail_SET_TradeEntrySetupId.sql,C:\Workspace\Gravitate\Gravitate.Growmark\SQL\UpgradeScripts\V6_0\2022_12_25_UPDATE_TradeEntryDetail_SET_TradeEntrySetupId.sql,2023-03-06 14:44:51.560
105,2022_12_14_CREATE_TABLE_DeliveryPeriodGroup_ALTER_Fk_Tables.sql,C:\Workspace\Gravitate\Gravitate.Growmark\SQL\UpgradeScripts\V6_2\2022_12_14_CREATE_TABLE_DeliveryPeriodGroup_ALTER_Fk_Tables.sql,2023-03-06 14:44:51.790
106,2022_12_29_vPriceInstrumentRelations.sql,C:\Workspace\Gravitate\Gravitate.Growmark\SQL\UpgradeScripts\V6_2\2022_12_29_vPriceInstrumentRelations.sql,2023-03-06 14:44:52.017
107,2023_01_09_ALTER_TABLE_MarketPlatformLocationConfiguration_ADD_NetOrGrossCvId.sql,C:\Workspace\Gravitate\Gravitate.Growmark\SQL\UpgradeScripts\V6_2\2023_01_09_ALTER_TABLE_MarketPlatformLocationConfiguration_ADD_NetOrGrossCvId.sql,2023-03-06 14:44:52.183
108,2023_01_23_vTradeEntryRelations.sql,C:\Workspace\Gravitate\Gravitate.Growmark\SQL\UpgradeScripts\V6_2\2023_01_23_vTradeEntryRelations.sql,2023-03-06 14:44:52.360
109,2023_01_26_vTradeEntryRelations.sql,C:\Workspace\Gravitate\Gravitate.Growmark\SQL\UpgradeScripts\V6_2\2023_01_26_vTradeEntryRelations.sql,2023-03-06 14:44:52.530
110,2023_04_06_sd_Menu_Data.sql,C:\workspace\gravitate\Gravitate.Growmark\SQL\UpgradeScripts\V6_2\2023_04_06_sd_Menu_Data.sql,2023-05-03 13:31:57.790
111,2023_04_10_Calendar_PropaneMarketPlatformHours.sql,C:\workspace\gravitate\Gravitate.Growmark\SQL\UpgradeScripts\V6_2\2023_04_10_Calendar_PropaneMarketPlatformHours.sql,2023-05-03 13:31:57.950
112,2023_05_03_sd_Menu_Data.sql,C:\workspace\gravitate\Gravitate.Growmark\SQL\UpgradeScripts\V6_2\2023_05_03_sd_Menu_Data.sql,2023-05-03 13:31:58.320
113,2023_01_05_1_CREATE_TABLE_PriceArchive.sql,C:\Workspace\Gravitate\Gravitate.Growmark\SQL\UpgradeScripts\V6_3\2023_01_05_1_CREATE_TABLE_PriceArchive.sql,2023-05-16 08:53:26.420
114,2023_01_05_2_CREATE_PROC_usp_purge_and_archive_prices.sql,C:\Workspace\Gravitate\Gravitate.Growmark\SQL\UpgradeScripts\V6_3\2023_01_05_2_CREATE_PROC_usp_purge_and_archive_prices.sql,2023-05-16 08:53:26.633
115,2023_01_05_2_CREATE_PROC_usp_purge_quoted_values_and_notifications.sql,C:\Workspace\Gravitate\Gravitate.Growmark\SQL\UpgradeScripts\V6_3\2023_01_05_2_CREATE_PROC_usp_purge_quoted_values_and_notifications.sql,2023-05-16 08:53:26.820
116,2023_01_05_3_DROP_PROC_Purge_Prices.sql,C:\Workspace\Gravitate\Gravitate.Growmark\SQL\UpgradeScripts\V6_3\2023_01_05_3_DROP_PROC_Purge_Prices.sql,2023-05-16 08:53:26.963
117,2023_02_09_ALTER_TABLE_PriceInstrument_Add_DerivedPriceInstrumentId.sql,C:\Workspace\Gravitate\Gravitate.Growmark\SQL\UpgradeScripts\V6_3\2023_02_09_ALTER_TABLE_PriceInstrument_Add_DerivedPriceInstrumentId.sql,2023-05-16 08:53:27.150
118,2023_02_16_DROP_VIEW_vPriceInstrumentRelations.sql,C:\Workspace\Gravitate\Gravitate.Growmark\SQL\UpgradeScripts\V6_3\2023_02_16_DROP_VIEW_vPriceInstrumentRelations.sql,2023-05-16 08:53:27.357
119,2023_03_09_Add_UOM_Conversion_Override_And_Conversion_Factor.sql,C:\Workspace\Gravitate\Gravitate.Growmark\SQL\UpgradeScripts\V6_3\2023_03_09_Add_UOM_Conversion_Override_And_Conversion_Factor.sql,2023-05-16 08:53:27.573
120,2023_03_28_Remove_UOM_Conversion_Factor.sql,C:\Workspace\Gravitate\Gravitate.Growmark\SQL\UpgradeScripts\V6_3\2023_03_28_Remove_UOM_Conversion_Factor.sql,2023-05-16 08:53:28.083
121,2023_04_06_1_Alter_VTradeDetail_Quantity_Column_Refactor.sql,C:\Workspace\Gravitate\Gravitate.Growmark\SQL\UpgradeScripts\V6_3\2023_04_06_1_Alter_VTradeDetail_Quantity_Column_Refactor.sql,2023-05-16 08:53:28.327
122,2023_04_06_2_ALTER_VTrade_Quantity_Column_Refactor.sql,C:\Workspace\Gravitate\Gravitate.Growmark\SQL\UpgradeScripts\V6_3\2023_04_06_2_ALTER_VTrade_Quantity_Column_Refactor.sql,2023-05-16 08:53:28.550
123,2023_04_06_AllocationImportLineItem_IX_ImportedDateTime.sql,C:\Workspace\Gravitate\Gravitate.Growmark\SQL\UpgradeScripts\V6_3\2023_04_06_AllocationImportLineItem_IX_ImportedDateTime.sql,2023-05-16 08:53:28.687
124,2023_04_11_0_ADD_VIEW_vUOMConversions.sql,C:\Workspace\Gravitate\Gravitate.Growmark\SQL\UpgradeScripts\V6_3\2023_04_11_0_ADD_VIEW_vUOMConversions.sql,2023-05-16 08:53:28.867
125,2023_04_11_1_Alter_VTradeDetail_Quantity_Column_Refactor.sql,C:\Workspace\Gravitate\Gravitate.Growmark\SQL\UpgradeScripts\V6_3\2023_04_11_1_Alter_VTradeDetail_Quantity_Column_Refactor.sql,2023-05-16 08:53:29.180
126,2023_04_11_2_ALTER_VTrade_Quantity_Column_Refactor.sql,C:\Workspace\Gravitate\Gravitate.Growmark\SQL\UpgradeScripts\V6_3\2023_04_11_2_ALTER_VTrade_Quantity_Column_Refactor.sql,2023-05-16 08:53:29.387
127,2023_04_11_3_VALIDATE_VTrade_UOM_Conversions.sql,C:\Workspace\Gravitate\Gravitate.Growmark\SQL\UpgradeScripts\V6_3\2023_04_11_3_VALIDATE_VTrade_UOM_Conversions.sql,2023-05-16 08:53:29.717
128,2023_05_01_sd_Roles_Data_NEW_ROLE_ReadOnlyPurchaser.sql,C:\Workspace\Gravitate\Gravitate.Growmark\SQL\UpgradeScripts\V6_4\2023_05_01_sd_Roles_Data_NEW_ROLE_ReadOnlyPurchaser.sql,2023-05-16 08:53:31.853
129,2023_05_01_Roles_Data_NEW_ROLE_ReadOnlyPurchaser.sql,C:\workspace\gravitate\Gravitate.Growmark\SQL\UpgradeScripts\V6_4\2023_05_01_Roles_Data_NEW_ROLE_ReadOnlyPurchaser.sql,2023-05-24 13:27:55.243
130,2023_05_19_sd_Menu_Data.sql,C:\workspace\gravitate\Gravitate.Growmark\SQL\UpgradeScripts\V6_4\2023_05_19_sd_Menu_Data.sql,2023-05-24 13:27:56.177
131,2023_04_12_ALTER_Payment_PaymentApplied.sql,C:\workspace\gravitate\Gravitate.Growmark\SQL\UpgradeScripts\V6_5\2023_04_12_ALTER_Payment_PaymentApplied.sql,2023-05-24 13:27:56.537
132,2023_04_13_ALTER_Payment_IsActive_Not_Nullable.sql,C:\workspace\gravitate\Gravitate.Growmark\SQL\UpgradeScripts\V6_5\2023_04_13_ALTER_Payment_IsActive_Not_Nullable.sql,2023-05-24 13:27:56.747
133,2023_04_14_ALTER_LoadingNumber_ADD_COLUMN_ExternalRefrenceNumber.sql,C:\workspace\gravitate\Gravitate.Growmark\SQL\UpgradeScripts\V6_5\2023_04_14_ALTER_LoadingNumber_ADD_COLUMN_ExternalRefrenceNumber.sql,2023-05-24 13:27:56.967
134,2023_04_14_ALTER_LoadingNumber_ADD_COLUMN_PropertyListId.sql,C:\workspace\gravitate\Gravitate.Growmark\SQL\UpgradeScripts\V6_5\2023_04_14_ALTER_LoadingNumber_ADD_COLUMN_PropertyListId.sql,2023-05-24 13:27:57.210
135,2023_04_26_ALTER_TABLE_TradeEntryDetail_ADD_COLUMN_PricePeriodStartOffset.sql,C:\workspace\gravitate\Gravitate.Growmark\SQL\UpgradeScripts\V6_5\2023_04_26_ALTER_TABLE_TradeEntryDetail_ADD_COLUMN_PricePeriodStartOffset.sql,2023-05-24 13:27:57.517
136,2023_04_26_sd_PricePeriodStartOffset_Collection_Data.sql,C:\workspace\gravitate\Gravitate.Growmark\SQL\UpgradeScripts\V6_5\2023_04_26_sd_PricePeriodStartOffset_Collection_Data.sql,2023-05-24 13:27:57.737
137,2023_05_16_Roles_Data_NEW_ROLE_OrderAdmin.sql,C:\workspace\gravitate\Gravitate.Growmark\SQL\UpgradeScripts\V6_5\2023_05_16_Roles_Data_NEW_ROLE_OrderAdmin.sql,2023-05-24 13:27:57.950
138,2023_05_17_CodeValue_Unique_Index_Meaning_CodeSetId.sql,C:\workspace\gravitate\Gravitate.Growmark\SQL\UpgradeScripts\V6_6\2023_05_17_CodeValue_Unique_Index_Meaning_CodeSetId.sql,2023-05-24 13:27:58.130
139,2023_06_20_sd_CodeValue_CodeSet_Data.sql,C:\Workspace\Gravitate\Gravitate.Growmark\SQL\UpgradeScripts\V6_3\2023_06_20_sd_CodeValue_CodeSet_Data.sql,2023-08-11 10:13:50.620
140,2023_05_24_sd_Menu_Data.sql,C:\Workspace\Gravitate\Gravitate.Growmark\SQL\UpgradeScripts\V6_4\2023_05_24_sd_Menu_Data.sql,2023-08-11 10:13:51.027
141,2023_05_25_sd_Menu_Data.sql,C:\Workspace\Gravitate\Gravitate.Growmark\SQL\UpgradeScripts\V6_4\2023_05_25_sd_Menu_Data.sql,2023-08-11 10:13:51.467
142,2023_05_24_Update_CurvePointPrice_Value_Precision.sql,C:\Workspace\Gravitate\Gravitate.Growmark\SQL\UpgradeScripts\V6_6\2023_05_24_Update_CurvePointPrice_Value_Precision.sql,2023-08-11 10:13:51.790
143,2023_05_26_18_sd_default_TradePriceValuationRules.sql,C:\Workspace\Gravitate\Gravitate.Growmark\SQL\UpgradeScripts\V6_6\2023_05_26_18_sd_default_TradePriceValuationRules.sql,2023-08-11 10:13:52.730
144,2023_06_01_1_CREATE_TABLE_DeliveryPeriodGroupAssociation.sql,C:\Workspace\Gravitate\Gravitate.Growmark\SQL\UpgradeScripts\V6_6\2023_06_01_1_CREATE_TABLE_DeliveryPeriodGroupAssociation.sql,2023-08-11 10:13:52.300
145,2023_06_01_2_MIGRATION_DeliveryPeriodGroupAssociation.sql,C:\Workspace\Gravitate\Gravitate.Growmark\SQL\UpgradeScripts\V6_6\2023_06_01_2_MIGRATION_DeliveryPeriodGroupAssociation.sql,2023-08-11 10:13:52.577
146,2023_06_09_18_sd_default_TradePriceValuationRules.sql,C:\Workspace\Gravitate\Gravitate.Growmark\SQL\UpgradeScripts\V6_7\2023_06_09_18_sd_default_TradePriceValuationRules.sql,2023-08-11 10:13:52.893
147,2023_05_26_ADD_COLUMN_AllowVolumeEdits_MarketPlatformInstrumentSubtype.sql,C:\Workspace\Gravitate\Gravitate.Growmark\SQL\UpgradeScripts\V6_8\2023_05_26_ADD_COLUMN_AllowVolumeEdits_MarketPlatformInstrumentSubtype.sql,2023-08-11 10:13:53.057
148,2023_08_14_Roles_Data_NEW_ROLE_MemberPropane.sql,C:\Workspace\Gravitate\Gravitate.Growmark\SQL\UpgradeScripts\V6_8\2023_08_14_Roles_Data_NEW_ROLE_MemberPropane.sql,2023-08-17 09:55:25.630
149,2023_08_14_Roles_Data_NEW_ROLE_NonMemberPropane.sql,C:\Workspace\Gravitate\Gravitate.Growmark\SQL\UpgradeScripts\V6_8\2023_08_14_Roles_Data_NEW_ROLE_NonMemberPropane.sql,2023-08-17 09:55:26.123
150,2023_08_17_sd_MarketPlatformInstrumentRole.sql,C:\Workspace\Gravitate\Gravitate.Growmark\SQL\UpgradeScripts\V6_8\2023_08_17_sd_MarketPlatformInstrumentRole.sql,2023-08-17 09:55:27.197
151,2023_08_17_sd_MarketPlatformInstruments.sql,C:\Workspace\Gravitate\Gravitate.Growmark\SQL\UpgradeScripts\V6_8\2023_08_17_sd_MarketPlatformInstruments.sql,2023-08-17 09:55:28.133
152,add_sp_foreach.sql,./sql/Upgrade/Automated/V00_00/add_sp_foreach.sql,2023-08-18 10:13:48.440
153,2022_07_15_CREATE_TABLE_DistributedCache.sql,./sql/Upgrade/Automated/V10_00/2022_07_15_CREATE_TABLE_DistributedCache.sql,2023-08-18 10:13:48.470
154,2022_07_15_DROP_QRTZ_TABLES.sql,./sql/Upgrade/Automated/V10_00/2022_07_15_DROP_QRTZ_TABLES.sql,2023-08-18 10:13:48.653
155,2022_07_15_DROP_Unused_Tables.sql,./sql/Upgrade/Automated/V10_00/2022_07_15_DROP_Unused_Tables.sql,2023-08-18 10:13:48.737
156,2023_01_15_ALTER_TABLE_TradeEntryPrice_ADD_COLUMN_CalculatedValueId.sql,./sql/Upgrade/Automated/V10_00/2023_01_15_ALTER_TABLE_TradeEntryPrice_ADD_COLUMN_CalculatedValueId.sql,2023-08-18 10:13:48.763
157,2023_01_18_ALTER_TABLE_QuoteConfigurationMapping_Add_Target_Adjustment_PriceInstrumentIds.sql,./sql/Upgrade/Automated/V10_00/2023_01_18_ALTER_TABLE_QuoteConfigurationMapping_Add_Target_Adjustment_PriceInstrumentIds.sql,2023-08-18 10:13:48.790
158,2023_01_19_ALTER_Table_QuoteConfigurationMapping_ProductId_LocationId__QuoteConfigId_NotNullable.sql,./sql/Upgrade/Automated/V10_00/2023_01_19_ALTER_Table_QuoteConfigurationMapping_ProductId_LocationId__QuoteConfigId_NotNullable.sql,2023-08-18 10:13:48.853
159,2023_01_19_ALTER_Table_QuoteConfiguration_HasGeneratedMappings_NotNullable.sql,./sql/Upgrade/Automated/V10_00/2023_01_19_ALTER_Table_QuoteConfiguration_HasGeneratedMappings_NotNullable.sql,2023-08-18 10:13:48.893
160,2023_01_23_ALTER_TABLES_TradeEntry_TradeEntryDetail_TradeEntryPrice_TradeEntryQuantity_ADD_IsActive.sql,./sql/Upgrade/Automated/V10_00/2023_01_23_ALTER_TABLES_TradeEntry_TradeEntryDetail_TradeEntryPrice_TradeEntryQuantity_ADD_IsActive.sql,2023-08-18 10:13:49.057
161,2023_01_25_1_ALTER_TABLE_TradePriceValuationRule_ADD_COLUMN_Implementation.sql,./sql/Upgrade/Automated/V10_00/2023_01_25_1_ALTER_TABLE_TradePriceValuationRule_ADD_COLUMN_Implementation.sql,2023-08-18 10:13:49.070
162,2023_01_25_2_SeedTradePriceValuationRulesWithImplementations.sql,./sql/Upgrade/Automated/V10_00/2023_01_25_2_SeedTradePriceValuationRulesWithImplementations.sql,2023-08-18 10:13:49.103
163,2023_01_30_1_delete_invalid_trade_entry_price_components.sql,./sql/Upgrade/Automated/V10_00/2023_01_30_1_delete_invalid_trade_entry_price_components.sql,2023-08-18 10:13:49.210
164,2023_01_31_ALTER_TABLE_PricePublisher_ADD_COLUMN_PriceIntegrationConfigurationCvId.sql,./sql/Upgrade/Automated/V10_00/2023_01_31_ALTER_TABLE_PricePublisher_ADD_COLUMN_PriceIntegrationConfigurationCvId.sql,2023-08-18 10:13:49.237
165,2023_01_31_sd_CodeValue_CodeSet_Data.sql,./sql/Upgrade/Automated/V10_00/2023_01_31_sd_CodeValue_CodeSet_Data.sql,2023-08-18 10:13:50.027
166,2023_02_01_Enable_READ_COMMITTED_SNAPSHOT.notran.sql,./sql/Upgrade/Automated/V10_00/2023_02_01_Enable_READ_COMMITTED_SNAPSHOT.notran.sql,2023-08-18 10:13:52.030
167,2023_02_06_Update_Buildup_Publisher_Types.sql,./sql/Upgrade/Automated/V10_00/2023_02_06_Update_Buildup_Publisher_Types.sql,2023-08-18 10:13:52.173
168,2023_02_13_ALTER_TABLE_TradePriceType_ADD_COLUMN_NumberOfFormulas.sql,./sql/Upgrade/Automated/V10_00/2023_02_13_ALTER_TABLE_TradePriceType_ADD_COLUMN_NumberOfFormulas.sql,2023-08-18 10:13:52.197
169,2023_02_17_ALTER_TABLE_CalculatedValueVariable_Result_ADD_COLUMN_Percent_Differential.sql,./sql/Upgrade/Automated/V10_00/2023_02_17_ALTER_TABLE_CalculatedValueVariable_Result_ADD_COLUMN_Percent_Differential.sql,2023-08-18 10:13:52.227
170,2023_02_24_sd_CodeValue_CodeSet_Data.sql,./sql/Upgrade/Automated/V10_00/2023_02_24_sd_CodeValue_CodeSet_Data.sql,2023-08-18 10:13:53.097
171,2023_03_15_18_default_TradePriceValuationRules.sql,./sql/Upgrade/Automated/V10_00/2023_03_15_18_default_TradePriceValuationRules.sql,2023-08-18 10:13:53.173
172,2023_03_15_SeedTradePriceValuationRulesWithImplementations.sql,./sql/Upgrade/Automated/V10_00/2023_03_15_SeedTradePriceValuationRulesWithImplementations.sql,2023-08-18 10:13:53.193
173,2023_03_16_migrate_trade_entry_prices_to_calculated_values.sql,./sql/Upgrade/Automated/V10_00/2023_03_16_migrate_trade_entry_prices_to_calculated_values.sql,2023-08-18 10:13:53.263
174,2023_04_25_Set_Default_PriceIntegrationConfigurationType.sql,./sql/Upgrade/Automated/V10_00/2023_04_25_Set_Default_PriceIntegrationConfigurationType.sql,2023-08-18 10:13:53.330
175,2023_05_12_1_Set_Or_Match_Quote_Configuration_Mapping_Instruments.sql,./sql/Upgrade/Automated/V10_00/2023_05_12_1_Set_Or_Match_Quote_Configuration_Mapping_Instruments.sql,2023-08-18 10:13:53.363
176,2023_05_12_2_Make_Quote_Configuration_Mapping_Instruments_Not_Nullable.sql,./sql/Upgrade/Automated/V10_00/2023_05_12_2_Make_Quote_Configuration_Mapping_Instruments_Not_Nullable.sql,2023-08-18 10:13:53.430
177,2023_05_15_Set_DB_Compatibility_Level_2019.notran.sql,./sql/Upgrade/Automated/V10_00/2023_05_15_Set_DB_Compatibility_Level_2019.notran.sql,2023-08-18 10:13:53.477
178,2023_06_01_2_SeedTradePriceValuationRulesWithImplementations.sql,./sql/Upgrade/Automated/V10_00/2023_06_01_2_SeedTradePriceValuationRulesWithImplementations.sql,2023-08-18 10:13:53.550
179,2023_06_16_UX_PriceConfiguration_Product_Location_Instrument.sql,./sql/Upgrade/Automated/V10_00/2023_06_16_UX_PriceConfiguration_Product_Location_Instrument.sql,2023-08-18 10:13:53.633
180,2023_06_19_PriceConfigurationDetail_IsRequired_NotNullable.sql,./sql/Upgrade/Automated/V10_00/2023_06_19_PriceConfigurationDetail_IsRequired_NotNullable.sql,2023-08-18 10:13:53.677
181,2023_06_19_PriceConfigurationDetail_PriceConfigurationTradeDateRuleCvId_NotNullable.sql,./sql/Upgrade/Automated/V10_00/2023_06_19_PriceConfigurationDetail_PriceConfigurationTradeDateRuleCvId_NotNullable.sql,2023-08-18 10:13:53.707
182,2023_06_19_PriceConfigurationDetail_PricePublisherId_NotNullable.sql,./sql/Upgrade/Automated/V10_00/2023_06_19_PriceConfigurationDetail_PricePublisherId_NotNullable.sql,2023-08-18 10:13:53.790
183,2023_07_17_ALTER_LOCATION_COUNTRY_CODE_NULLABLE.sql,./sql/Upgrade/Automated/V10_00/2023_07_17_ALTER_LOCATION_COUNTRY_CODE_NULLABLE.sql,2023-08-18 10:13:53.820
184,2023_07_18_2_sd_Menu_Data.sql,./sql/Upgrade/Automated/V10_00/2023_07_18_2_sd_Menu_Data.sql,2023-08-18 10:13:54.040
185,2023_08_01_2_sd_Menu_Data.sql,./sql/Upgrade/Automated/V10_00/2023_08_01_2_sd_Menu_Data.sql,2023-08-18 10:13:54.163
186,2023_08_02_UpdatePriceFileTranslationNames.sql,./sql/Upgrade/Automated/V10_00/2023_08_02_UpdatePriceFileTranslationNames.sql,2023-08-18 10:13:54.190
187,2023_08_08_CalendarPeriodsIndex.sql,./sql/Upgrade/Automated/V10_00/2023_08_08_CalendarPeriodsIndex.sql,2023-08-18 10:13:54.223
188,2023_08_09_sd_Menu_Data.sql,./sql/Upgrade/Automated/V10_00/2023_08_09_sd_Menu_Data.sql,2023-08-18 10:13:54.363
189,2023_08_14_sd_Menu_Data.sql,./sql/Upgrade/Automated/V10_00/2023_08_14_sd_Menu_Data.sql,2023-08-18 10:13:54.500
190,2023_08_16_1_AddCalculatedValueReferenceDataMapping.sql,./sql/Upgrade/Automated/V10_00/2023_08_16_1_AddCalculatedValueReferenceDataMapping.sql,2023-08-18 10:13:54.547
191,2023_08_16_2_CalculatedValue_Add_Column_CalculatedPriceConfigurationLookupId.sql,./sql/Upgrade/Automated/V10_00/2023_08_16_2_CalculatedValue_Add_Column_CalculatedPriceConfigurationLookupId.sql,2023-08-18 10:13:54.573
192,2023_08_16_4_MigrateCalculatedValueReferenceData.sql,./sql/Upgrade/Automated/V10_00/2023_08_16_4_MigrateCalculatedValueReferenceData.sql,2023-08-18 10:13:54.730
193,2023_08_16_5_AddUniqueRefDataConstraintToRefDataMapping.sql,./sql/Upgrade/Automated/V10_00/2023_08_16_5_AddUniqueRefDataConstraintToRefDataMapping.sql,2023-08-18 10:13:54.747
194,2023_08_18_sd_Menu_Data.sql,./sql/Upgrade/Automated/V10_00/2023_08_18_sd_Menu_Data.sql,2023-08-24 17:20:10.373
195,2023_08_21_Rename_CalculatedPriceConfigurationLookup_CalculatedValueReferenceDataMapping.sql,./sql/Upgrade/Automated/V10_00/2023_08_21_Rename_CalculatedPriceConfigurationLookup_CalculatedValueReferenceDataMapping.sql,2023-08-24 17:20:12.417
196,2023_08_22_Calculated_Value_IsActive.sql,./sql/Upgrade/Automated/V10_00/2023_08_22_Calculated_Value_IsActive.sql,2023-08-24 17:20:12.823
197,2023_08_25_Marker_Name_Not_Nullable.sql,./sql/Upgrade/Automated/V10_00/2023_08_25_Marker_Name_Not_Nullable.sql,2023-09-12 16:55:18.490
198,2023_08_28_CalculatedValueDropProductLocationHierarchy.sql,./sql/Upgrade/Automated/V10_00/2023_08_28_CalculatedValueDropProductLocationHierarchy.sql,2023-09-12 16:55:18.503
199,2023_08_28_Set_Default_Price_Integration_Types_On_Publishers.sql,./sql/Upgrade/Automated/V10_00/2023_08_28_Set_Default_Price_Integration_Types_On_Publishers.sql,2023-09-12 16:55:18.540
200,2023_08_29_Rename_Calculated_Value_Tables_Keys_ToFormula.sql,./sql/Upgrade/Automated/V10_00/2023_08_29_Rename_Calculated_Value_Tables_Keys_ToFormula.sql,2023-09-12 16:55:18.863
201,2023_08_31_1_sd_CodeValue_CodeSet_Data.sql,./sql/Upgrade/Automated/V10_00/2023_08_31_1_sd_CodeValue_CodeSet_Data.sql,2023-09-12 16:55:19.617
202,2023_09_06_1_sd_source_systems_and_update_names.sql,./sql/Upgrade/Automated/V10_00/2023_09_06_1_sd_source_systems_and_update_names.sql,2023-09-12 16:55:19.663
203,2023_09_14_formula_applies_to_column_nullability.sql,./sql/Upgrade/Automated/V10_00/2023_09_14_formula_applies_to_column_nullability.sql,2023-09-15 11:06:41.780
204,2023_09_20_sd_Menu_Data.sql,./sql/Upgrade/Automated/V10_00/2023_09_20_sd_Menu_Data.sql,2023-09-25 13:16:47.513
205,2023_09_25_AddPriceFileTranslationIfNotPresent.sql,./sql/Upgrade/Automated/V10_00/2023_09_25_AddPriceFileTranslationIfNotPresent.sql,2023-09-25 13:40:47.593
206,2023_09_26_ProductLocationMapping_AddCounterPartyAndRemoveCounterPartySetting.sql,./sql/Upgrade/Automated/V10_00/2023_09_26_ProductLocationMapping_AddCounterPartyAndRemoveCounterPartySetting.sql,2023-10-05 09:41:05.590
207,2023_09_27_1_sd_CodeValue_CodeSet_Data.sql,./sql/Upgrade/Automated/V10_00/2023_09_27_1_sd_CodeValue_CodeSet_Data.sql,2023-10-05 09:41:06.560
208,2023_09_27_MigrateNullPlmType.sql,./sql/Upgrade/Automated/V10_00/2023_09_27_MigrateNullPlmType.sql,2023-10-05 09:41:06.630
209,2023_10_02_Trade_Entry_Add_Book_Id.sql,./sql/Upgrade/Automated/V10_00/2023_10_02_Trade_Entry_Add_Book_Id.sql,2023-10-05 09:41:06.677
210,2023_10_02_Trade_Entry_Detail_Add_AllocationRanges.sql,./sql/Upgrade/Automated/V10_00/2023_10_02_Trade_Entry_Detail_Add_AllocationRanges.sql,2023-10-05 09:41:06.740
211,2023_10_03_2_sd_Menu_Data.sql,./sql/Upgrade/Automated/V10_00/2023_10_03_2_sd_Menu_Data.sql,2023-10-05 09:41:07.040
212,2023_10_03_sd_Menu_Data.sql,./sql/Upgrade/Automated/V10_00/2023_10_03_sd_Menu_Data.sql,2023-10-05 09:41:07.153
213,2023_10_03_Trade_Entry_Detail_AllocationRanges_Nullable.sql,./sql/Upgrade/Automated/V10_00/2023_10_03_Trade_Entry_Detail_AllocationRanges_Nullable.sql,2023-10-05 09:41:07.200
214,2023_10_05_drop_usp_GenerateRealTimePrice.sql,./sql/Upgrade/Automated/V10_00/2023_10_05_drop_usp_GenerateRealTimePrice.sql,2023-10-06 13:15:43.303
215,2023_10_05_drop_v_rack_prices.sql,./sql/Upgrade/Automated/V10_00/2023_10_05_drop_v_rack_prices.sql,2023-10-06 13:15:43.317
216,2023_10_05_v_EntityAuditProperty.sql,./sql/Upgrade/Automated/V10_00/2023_10_05_v_EntityAuditProperty.sql,2023-10-06 13:15:43.373
217,2023_10_06_PriceInstrument_Add_Exchange_Symbol_Conversion_Factor.sql,./sql/Upgrade/Automated/V10_00/2023_10_06_PriceInstrument_Add_Exchange_Symbol_Conversion_Factor.sql,2023-10-06 14:42:34.927
218,2023_10_06_TradeEntry_UpdatedDateTime.sql,./sql/Upgrade/Automated/V10_00/2023_10_06_TradeEntry_UpdatedDateTime.sql,2023-10-06 16:08:06.180
219,2023_10_10_1_QuotedValueMigration.sql,./sql/Upgrade/Automated/V10_00/2023_10_10_1_QuotedValueMigration.sql,2023-10-12 09:34:15.173
220,2023_10_10_2_QuoteConfigurationMigration.sql,./sql/Upgrade/Automated/V10_00/2023_10_10_2_QuoteConfigurationMigration.sql,2023-10-12 09:34:15.450
221,2023_10_10_3_Fix_MisNamed_Foreign_Key_Constraints.sql,./sql/Upgrade/Automated/V10_00/2023_10_10_3_Fix_MisNamed_Foreign_Key_Constraints.sql,2023-10-12 09:34:19.123
222,2023_10_10_4_CodeValueRenameAndDelete.sql,./sql/Upgrade/Automated/V10_00/2023_10_10_4_CodeValueRenameAndDelete.sql,2023-10-12 09:34:23.043
223,2023_10_10_5_CodeValueDelete.sql,./sql/Upgrade/Automated/V10_00/2023_10_10_5_CodeValueDelete.sql,2023-10-12 09:34:26.060
224,2023_10_10_6_1_sd_CodeValue_CodeSet_Data.sql,./sql/Upgrade/Automated/V10_00/2023_10_10_6_1_sd_CodeValue_CodeSet_Data.sql,2023-10-17 15:54:35.353
225,2023_10_10_7_QuoteConfigurationMappings_CostSourceColumns.sql,./sql/Upgrade/Automated/V10_00/2023_10_10_7_QuoteConfigurationMappings_CostSourceColumns.sql,2023-10-17 15:54:35.400
226,2023_10_10_8_QuoteConfigurationMappings_CostSourceMarkerColumns.sql,./sql/Upgrade/Automated/V10_00/2023_10_10_8_QuoteConfigurationMappings_CostSourceMarkerColumns.sql,2023-10-17 15:54:35.420
227,2023_10_10_9_QuoteConfigurationMappings_CostSourcePriceInstrumentColumns.sql,./sql/Upgrade/Automated/V10_00/2023_10_10_9_QuoteConfigurationMappings_CostSourcePriceInstrumentColumns.sql,2023-10-17 15:54:35.440
228,2023_08_18_ALTER_TABLE_PriceImportTranslatedIdentifier_ADD_COLUMN_IsUserEntered.sql,./sql/Upgrade/Automated/V06_90/2023_08_18_ALTER_TABLE_PriceImportTranslatedIdentifier_ADD_COLUMN_IsUserEntered.sql,2023-10-17 16:32:08.387
229,2023_10_24_UpdateCalendarNameColumnToVarchar.sql,./sql/Upgrade/Automated/V10_00/2023_10_24_UpdateCalendarNameColumnToVarchar.sql,2023-10-24 17:23:23.920
230,2023_10_09_sd_Menu_Data.sql,./sql/Upgrade/Automated/V10_00/2023_10_09_sd_Menu_Data.sql,2023-10-26 09:56:23.780
